tRaw_IQR_Mag,tBody_IQR_Y,fBody_Energy_Y,tBody_SMA,tGrav_Mean_X,tRaw_Mean_X,tRaw_Corr_XZ,tRaw_Std_Y,tBody_Mean_Mag,tRaw_IQR_Y,tBody_Corr_XZ,tGrav_Range_Y,tGrav_Range_Mag,tGrav_Std_Y,tRaw_Range_Y,tBody_IQR_Z,tBody_Range_Y,tBody_Std_Y,fBody_Energy_Mag,tBody_Energy_Mag
1.17024962745693,0.722570291542952,0.504733120651809,2.18361467955389,-6.52058495623795,-6.60554018136335,-0.423461661692815,0.776840505620623,1.45888542815135,0.88826074332172,-0.542767416368231,0.313260771776771,0.946022771321656,0.118230374431573,3.70790360046458,1.73130904725221,3.43155899704161,0.717180341766938,3.39223967428401,3.39223967428401
1.3756243137237,1.3191145088857,1.54578887188167,2.37508634528262,-5.89955115174611,-6.31427733851514,-0.237769829360032,1.97061515536891,1.6464143803245,1.38808217189315,-0.25103098258052,5.05826646666392,2.0373847443131,1.59128153631794,6.86122531939605,0.863350509467471,3.47572350087198,0.942105043436044,3.07995361350584,3.07995361350584
1.2097029024943,1.15401214764186,0.569555913022706,1.93146525905703,-4.83919801026804,-5.07991624229429,0.169619724397529,1.18523183997423,1.30857376885751,1.15598432055749,0.403545772636627,2.61481740100787,1.86919152659107,0.827976041873809,4.00772357723577,0.979256297703395,2.26395403209311,0.637998047155807,1.94652902685183,1.94652902685183
0.24236781554983,0.113313289756842,0.00866908722616397,0.430744821700821,-7.60574179308131,-7.6214725721433,0.285150491460115,0.0941858232673845,0.310951482190132,0.111363240418119,0.338013302792139,0.00671426861613522,0.106212899297619,0.00229776539387212,0.549018583042973,0.19396366949068,0.549613829263655,0.0939929702811978,0.133213176250576,0.133213176250576
3.37610737851175,1.35076893714036,2.30095220765148,4.86015676394642,-8.01181831957704,-7.93450929152149,0.54695994509664,2.41489222783774,3.17343440341213,2.66790795586527,0.333433518522649,6.65014500839841,3.57653960242278,2.08548005662929,10.3312775842044,2.06448892399176,3.99829109023384,0.944265674615693,12.1076195305377,12.1076195305377
0.620893258997265,1.03131557745163,0.454685757896965,1.85980191448336,-3.38843304429429,-3.35845126418297,-0.0647420199798025,0.844688895200009,1.17942364536775,1.31697299651568,0.262566228099427,0.573973021547992,0.271981420690752,0.209660448523601,3.04061846689895,0.9983066739074,2.55582643340737,0.678844273480517,1.75213774806621,1.75213774806621
1.60720806875715,0.771728200768675,0.543761500041626,1.83734218985351,-6.39864171220987,-6.72257510274279,0.0175844061766446,0.962876276999162,1.30470659160879,1.26392131242741,0.179873115353213,1.63886036841752,2.47897219225422,0.520651798871412,4.47506678281068,0.583233419428784,3.49606992955704,0.689987991130159,2.03701925380409,2.03701925380409
3.15304535660028,2.6525229214716,3.63527237572467,3.43435320400476,4.35868625420568,5.51395263780934,0.115464409060368,1.35509832249997,2.43635645784887,0.950776713124274,-0.11529647014869,5.54392666994957,1.71648289445979,1.69968899606934,6.95953832752613,1.0946574490446,4.57666583830057,1.46031530007529,6.94376524254454,6.94376524254454
1.56006285751491,1.44500607175583,1.76546526754247,3.66563659833721,-2.08282654656486,-1.78301388144376,0.439191614765387,1.91314977294638,2.38317943958543,1.23646196283391,0.165753504399235,5.07859513593194,3.82668270157851,1.59088124685877,7.35391114982578,2.46223861855339,4.09247124474529,1.0251947902296,6.80485249986015,6.80485249986016
1.41988870287591,0.833178023456671,0.387256651028923,1.85462149166884,-0.503086341848958,-0.598908916286965,0.364455633743543,0.63978108829603,1.28098296727202,0.889112950058071,0.422072584759644,0.0993327895541007,0.3524858082494,0.0365933863861271,2.64918408826945,1.11225873402935,2.56552035994966,0.624443271869126,2.20254856154632,2.20254856154632
